"simulation_index","MOD_demand_subset","fleet_size","network_name","vehtype","objective_function","evaluation_int_start","evaluation_int_end","random_seed","start_time","end_time","op_module","demand_base","op_init_veh_distribution","network_type","sim_env","sumo_t_update","sumo_fcd_vehicles","rerouting_sc","hybrid_router","p_ref","reliable_tt_det","f_det","reliable_tt_prob","k_quantile","sim_declined_rq","rtt_corr_add","op_max_wait_time","routing_behavior_scenario","op_const_boarding_time","Simulated?"
"3051","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3052","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3053","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3054","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3055","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3056","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3057","0.02","200","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3058","0.05","500","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3059","0.1","1000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3060","0.2","2000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3061","0.4","4000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3062","0.6","6000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3063","0.8","8000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3064","1","10000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3065","0.02","200","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3066","0.05","500","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3067","0.1","1000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3068","0.2","2000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3069","0.4","4000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3070","0.6","6000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3071","0.8","8000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3072","1","10000","sumo_in","FP_pooling_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","450","all",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3073","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3074","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3075","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3076","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3077","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3078","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3079","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3080","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","60","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3081","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3082","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3083","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3084","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3085","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3086","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3087","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3088","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","120","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3089","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3090","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3091","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3092","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3093","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3094","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3095","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3096","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","180","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3097","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3098","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3099","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3100","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3101","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3102","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3103","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3104","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","300","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3105","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3106","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3107","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3108","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3109","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3110","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3111","0.8","8000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3112","1","10000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","600","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3113","0.02","200","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3114","0.05","500","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3115","0.1","1000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3116","0.2","2000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3117","0.4","4000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
"3118","0.6","6000","sumo_in","FP_hailing_vehtype","total_system_time","21600","28800","3","18000","32400","PoolingIRSOnly","sumo_in","","NetworkBasicWithStoreCppSumoCoupling","SUMOcontrolledSim","900","op_0-pv_0.0",,"0","","0","","0","","pv_replacement","0","300","","30","1"
